,person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
21238,"Senior Corrections Officer Cecil Arthur Smith, Sr.","New Jersey Department of Law and Public Safety - Juvenile Justice Commission, NJ","EOW: Thursday, March 29, 2007",Cause of Death: Fall,Fall,2007-03-29,2007,False,New Jersey Department of Law and Public Safety - Juvenile Justice Commission, NJ
21239,Police Officer Sean Robert Clark,"Charlotte-Mecklenburg Police Department, NC","EOW: Sunday, April 1, 2007",Cause of Death: Gunfire,Gunfire,2007-04-01,2007,False,Charlotte-Mecklenburg Police Department, NC
21240,Police Officer Jeff Shelton,"Charlotte-Mecklenburg Police Department, NC","EOW: Sunday, April 1, 2007",Cause of Death: Gunfire,Gunfire,2007-04-01,2007,False,Charlotte-Mecklenburg Police Department, NC
21241,Constable Ronnie K. Jones,"Barren County District Two Constable's Office, KY","EOW: Monday, April 2, 2007",Cause of Death: Automobile accident,Automobile accident,2007-04-02,2007,False,Barren County District Two Constable's Office, KY
21242,Deputy Sheriff Jason Lee Saunders,"Campbell County Sheriff's Office, VA","EOW: Tuesday, April 3, 2007",Cause of Death: Vehicle pursuit,Vehicle pursuit,2007-04-03,2007,False,Campbell County Sheriff's Office, VA
21243,Lieutenant Corey Dahlem,"Gainesville Police Department, FL","EOW: Wednesday, April 4, 2007",Cause of Death: Vehicular assault,Vehicular assault,2007-04-04,2007,False,Gainesville Police Department, FL
21244,Special Agent Barry Lee Bush,"United States Department of Justice - Federal Bureau of Investigation, US","EOW: Thursday, April 5, 2007",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),2007-04-05,2007,False,United States Department of Justice - Federal Bureau of Investigation, US
21245,Police Officer Thomas Devlin,"Boston College Police Department, MA","EOW: Friday, April 6, 2007",Cause of Death: Exposure to toxins,Exposure to toxins,2007-04-06,2007,False,Boston College Police Department, MA
21246,Senior Criminal Investigator Stuart Craig Cohen,"Westchester County District Attorney's Office, NY","EOW: Sunday, April 8, 2007",Cause of Death: Duty related illness,Duty related illness,2007-04-08,2007,False,Westchester County District Attorney's Office, NY
21247,Police Officer Robert Winget,"Ripon Police Department, CA","EOW: Tuesday, April 10, 2007",Cause of Death: Accidental,Accidental,2007-04-10,2007,False,Ripon Police Department, CA
21248,Police Officer Wayne Pitt,"Metropolitan Police Department, DC","EOW: Tuesday, April 10, 2007",Cause of Death: Automobile accident,Automobile accident,2007-04-10,2007,False,Metropolitan Police Department, DC
21249,Staff Chief Bryan Keith Zollner,"California Department of Forestry and Fire Protection, CA","EOW: Thursday, April 12, 2007",Cause of Death: Automobile accident,Automobile accident,2007-04-12,2007,False,California Department of Forestry and Fire Protection, CA
21250,Police Officer Thomas Lindsey,"Utica Police Department, NY","EOW: Thursday, April 12, 2007",Cause of Death: Gunfire,Gunfire,2007-04-12,2007,False,Utica Police Department, NY
21251,Lieutenant Delmar Teagan,"Florida Fish and Wildlife Conservation Commission, FL","EOW: Friday, April 13, 2007",Cause of Death: Automobile accident,Automobile accident,2007-04-13,2007,False,Florida Fish and Wildlife Conservation Commission, FL
21252,Police Officer Andrew Esparza,"Irving Police Department, TX","EOW: Friday, April 13, 2007",Cause of Death: Automobile accident,Automobile accident,2007-04-13,2007,False,Irving Police Department, TX
21253,Special Agent Patrick Dillon,"California Department of Justice, CA","EOW: Saturday, April 14, 2007",Cause of Death: Duty related illness,Duty related illness,2007-04-14,2007,False,California Department of Justice, CA
21254,Police Officer Jason Campbell,"Greenville Police Department, NC","EOW: Saturday, April 14, 2007",Cause of Death: Automobile accident,Automobile accident,2007-04-14,2007,False,Greenville Police Department, NC
21255,Deputy Sheriff Philip Anthony Rodriguez,"Mohave County Sheriff's Office, AZ","EOW: Saturday, April 21, 2007",Cause of Death: Automobile accident,Automobile accident,2007-04-21,2007,False,Mohave County Sheriff's Office, AZ
21256,Corporal Nick Samuel Polizzotto,"South Bend Police Department, IN","EOW: Tuesday, April 24, 2007",Cause of Death: Gunfire,Gunfire,2007-04-24,2007,False,South Bend Police Department, IN
21257,Police Officer Luke T. Hoffman,"Montgomery County Police Department, MD","EOW: Wednesday, April 25, 2007",Cause of Death: Struck by vehicle,Struck by vehicle,2007-04-25,2007,False,Montgomery County Police Department, MD
21258,Trooper David Brinkerhoff,"New York State Police, NY","EOW: Wednesday, April 25, 2007",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),2007-04-25,2007,False,New York State Police, NY
21259,Air Interdiction Agent Clinton B. Thrasher,"United States Department of Homeland Security - Customs and Border Protection - Air and Marine, US","EOW: Wednesday, April 25, 2007",Cause of Death: Aircraft accident,Aircraft accident,2007-04-25,2007,False,United States Department of Homeland Security - Customs and Border Protection - Air and Marine, US
21260,Police Officer Lisa Renee Ligda-Beaulieu,"Beaumont Police Department, TX","EOW: Friday, April 27, 2007",Cause of Death: Vehicular assault,Vehicular assault,2007-04-27,2007,False,Beaumont Police Department, TX
21261,Deputy Sheriff Raul V. Gama,"Los Angeles County Sheriff's Department, CA","EOW: Tuesday, May 1, 2007",Cause of Death: Automobile accident,Automobile accident,2007-05-01,2007,False,Los Angeles County Sheriff's Department, CA
21262,Police Officer Alan Christopher Silver,"Rocky Mount Police Department, NC","EOW: Wednesday, May 2, 2007",Cause of Death: Automobile accident,Automobile accident,2007-05-02,2007,False,Rocky Mount Police Department, NC
21263,Police Officer David Young,"Florence Police Department, AL","EOW: Thursday, May 3, 2007",Cause of Death: Motorcycle accident,Motorcycle accident,2007-05-03,2007,False,Florence Police Department, AL
21264,"Chief Investigator Alex Roy ""Al"" Suarez, Sr.","Boston Police Department, GA","EOW: Friday, May 4, 2007",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),2007-05-04,2007,False,Boston Police Department, GA
21265,Detective Kevin Hawkins,"New York City Police Department, NY","EOW: Monday, May 7, 2007",Cause of Death: 9/11 related illness,9/11 related illness,2007-05-07,2007,False,New York City Police Department, NY
21266,"Police Officer Robert ""Tim"" Buckman","Macksville Police Department, KS","EOW: Tuesday, May 8, 2007",Cause of Death: Weather/Natural disaster,Weather/Natural disaster,2007-05-08,2007,False,Macksville Police Department, KS
21267,Patrol Officer John Peter Georges,"Tyngsborough Police Department, MA","EOW: Tuesday, May 8, 2007",Cause of Death: Duty related illness,Duty related illness,2007-05-08,2007,False,Tyngsborough Police Department, MA
21268,Border Patrol Agent Richard Goldstein,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US","EOW: Friday, May 11, 2007",Cause of Death: Drowned,Drowned,2007-05-11,2007,False,United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US
21269,"Corporal N. Bruce McKay, III","Franconia Police Department, NH","EOW: Friday, May 11, 2007",Cause of Death: Gunfire,Gunfire,2007-05-11,2007,False,Franconia Police Department, NH
21270,Detective Robert W. Williamson,"New York City Police Department, NY","EOW: Sunday, May 13, 2007",Cause of Death: 9/11 related illness,9/11 related illness,2007-05-13,2007,False,New York City Police Department, NY
21271,Agent Rafael Santana-Cruz,"Puerto Rico Police Department, PR","EOW: Sunday, May 13, 2007",Cause of Death: Gunfire,Gunfire,2007-05-13,2007,False,Puerto Rico Police Department, PR
21272,Town Marshal Louis Dixon Beam,"Cayuga Town Marshal's Office, IN","EOW: Monday, May 14, 2007",Cause of Death: Accidental,Accidental,2007-05-14,2007,False,Cayuga Town Marshal's Office, IN
21273,"Police Officer William ""Nichie"" Preslar","Lakewood Police Department, NJ","EOW: Monday, May 14, 2007",Cause of Death: Automobile accident,Automobile accident,2007-05-14,2007,False,Lakewood Police Department, NJ
21274,State Constable Robert Lee Bailey,"South Carolina State Constable, SC","EOW: Monday, May 14, 2007",Cause of Death: Gunfire,Gunfire,2007-05-14,2007,False,South Carolina State Constable, SC
21275,Deputy Sheriff Paul Steven Habelt,"Henderson County Sheriff's Department, TX","EOW: Thursday, May 17, 2007",Cause of Death: Gunfire,Gunfire,2007-05-17,2007,False,Henderson County Sheriff's Department, TX
21276,Deputy Sheriff Tony Price Ogburn,"Henderson County Sheriff's Department, TX","EOW: Thursday, May 17, 2007",Cause of Death: Gunfire,Gunfire,2007-05-17,2007,False,Henderson County Sheriff's Department, TX
21277,"Deputy Sheriff Frank Fabiano, Jr.","Kenosha County Sheriff's Department, WI","EOW: Thursday, May 17, 2007",Cause of Death: Gunfire,Gunfire,2007-05-17,2007,False,Kenosha County Sheriff's Department, WI
21278,Police Officer Lee Stewart Newbill,"Moscow Police Department, ID","EOW: Saturday, May 19, 2007",Cause of Death: Gunfire,Gunfire,2007-05-19,2007,False,Moscow Police Department, ID
21279,Deputy Sheriff Marvin Jerome Scarlett,"Henry County Sheriff's Office, GA","EOW: Sunday, May 20, 2007",Cause of Death: Automobile accident,Automobile accident,2007-05-20,2007,False,Henry County Sheriff's Office, GA
21280,Officer Harry Joseph Coelho,"Honolulu Police Department, HI","EOW: Sunday, May 20, 2007",Cause of Death: Heart attack,Heart attack,2007-05-20,2007,False,Honolulu Police Department, HI
21281,Probation Officer David Poling,"Gallipolis Municipal Court, OH","EOW: Tuesday, May 22, 2007",Cause of Death: Drowned,Drowned,2007-05-22,2007,False,Gallipolis Municipal Court, OH
21282,Agent José Fontañez-Correa,"Puerto Rico Police Department, PR","EOW: Tuesday, May 22, 2007",Cause of Death: Gunfire,Gunfire,2007-05-22,2007,False,Puerto Rico Police Department, PR
21283,Air Interdiction Agent Robert F. Smith,"United States Department of Homeland Security - Customs and Border Protection - Air and Marine, US","EOW: Tuesday, May 22, 2007",Cause of Death: Aircraft accident,Aircraft accident,2007-05-22,2007,False,United States Department of Homeland Security - Customs and Border Protection - Air and Marine, US
21284,Officer Jason West,"Cleveland Heights Police Department, OH","EOW: Saturday, May 26, 2007",Cause of Death: Gunfire,Gunfire,2007-05-26,2007,False,Cleveland Heights Police Department, OH
21285,"Game Warden Teyran  ""Ty"" Patterson","Texas Parks and Wildlife Department - Law Enforcement Division, TX","EOW: Wednesday, May 30, 2007",Cause of Death: Drowned,Drowned,2007-05-30,2007,False,Texas Parks and Wildlife Department - Law Enforcement Division, TX
21286,"Officer Jeffrey Howard ""Jeff"" McCoy","Abilene Police Department, TX","EOW: Tuesday, June 5, 2007",Cause of Death: Vehicular assault,Vehicular assault,2007-06-05,2007,False,Abilene Police Department, TX
21287,Special Agent Ryan A. Balmer,"United States Air Force Office of Special Investigations, US","EOW: Tuesday, June 5, 2007",Cause of Death: Bomb,Bomb,2007-06-05,2007,False,United States Air Force Office of Special Investigations, US
21288,Special Agent Matthew Joseph Kuglics,"United States Air Force Office of Special Investigations, US","EOW: Tuesday, June 5, 2007",Cause of Death: Bomb,Bomb,2007-06-05,2007,False,United States Air Force Office of Special Investigations, US
21289,"Deputy First Class Hilery A. Mayo, Jr.","St. Tammany Parish Sheriff's Office, LA","EOW: Saturday, June 9, 2007",Cause of Death: Automobile accident,Automobile accident,2007-06-09,2007,False,St. Tammany Parish Sheriff's Office, LA
21290,Special Agent Michael Walter Thyssen,"United States Air Force Office of Special Investigations, US","EOW: Saturday, June 9, 2007",Cause of Death: Motorcycle accident,Motorcycle accident,2007-06-09,2007,False,United States Air Force Office of Special Investigations, US
21291,Officer Robert Franklin Dickey,"California Highway Patrol, CA","EOW: Sunday, June 10, 2007",Cause of Death: Automobile accident,Automobile accident,2007-06-10,2007,False,California Highway Patrol, CA
21292,Chief of Police Randy Lacy,"Clay City Police Department, KY","EOW: Wednesday, June 13, 2007",Cause of Death: Gunfire,Gunfire,2007-06-13,2007,False,Clay City Police Department, KY
21293,"Sergeant Linden ""Beau"" Raimer","St. Tammany Parish Sheriff's Office, LA","EOW: Wednesday, June 13, 2007",Cause of Death: Weather/Natural disaster,Weather/Natural disaster,2007-06-13,2007,False,St. Tammany Parish Sheriff's Office, LA
21294,Patrolman Christopher Mirabal,"New Mexico State Police, NM","EOW: Wednesday, June 13, 2007",Cause of Death: Motorcycle accident,Motorcycle accident,2007-06-13,2007,False,New Mexico State Police, NM
21295,Deputy Sheriff Jerome Jackson,"McDuffie County Sheriff's Office, GA","EOW: Friday, June 15, 2007",Cause of Death: Automobile accident,Automobile accident,2007-06-15,2007,False,McDuffie County Sheriff's Office, GA
21296,Deputy Kelly James Fredinburg,"Marion County Sheriff's Office, OR","EOW: Saturday, June 16, 2007",Cause of Death: Vehicular assault,Vehicular assault,2007-06-16,2007,False,Marion County Sheriff's Office, OR
21297,Officer Frank Charles Denzinger,"Floyd County Sheriff's Office, IN","EOW: Monday, June 18, 2007",Cause of Death: Gunfire,Gunfire,2007-06-18,2007,False,Floyd County Sheriff's Office, IN
21298,Corporal Scott Wheeler,"Howard County Police Department, MD","EOW: Monday, June 18, 2007",Cause of Death: Struck by vehicle,Struck by vehicle,2007-06-18,2007,False,Howard County Police Department, MD
21299,Sergeant Justin Thompson,"Lincoln County Sheriff's Office, WV","EOW: Wednesday, June 20, 2007",Cause of Death: Automobile accident,Automobile accident,2007-06-20,2007,False,Lincoln County Sheriff's Office, WV
21300,Senior Investigator Fred Ghussin,"New York County District Attorney's Office, NY","EOW: Friday, June 22, 2007",Cause of Death: 9/11 related illness,9/11 related illness,2007-06-22,2007,False,New York County District Attorney's Office, NY
21301,Police Officer Matthew Allen Lovejoy,"Murfreesboro Police Department, TN","EOW: Friday, June 22, 2007",Cause of Death: Heart attack,Heart attack,2007-06-22,2007,False,Murfreesboro Police Department, TN
21302,Chief Jailer David Leon Gwin,"Macon County Sheriff's Office, MO","EOW: Sunday, June 24, 2007",Cause of Death: Heart attack,Heart attack,2007-06-24,2007,False,Macon County Sheriff's Office, MO
21303,Corrections Officer Stephen Anderson,"Utah Department of Corrections, UT","EOW: Monday, June 25, 2007",Cause of Death: Gunfire,Gunfire,2007-06-25,2007,False,Utah Department of Corrections, UT
21304,Deputy Sheriff Charles Cook,"Buchanan County Sheriff's Department, MO","EOW: Thursday, June 28, 2007",Cause of Death: Vehicle pursuit,Vehicle pursuit,2007-06-28,2007,False,Buchanan County Sheriff's Department, MO
21305,Deputy Sheriff Michael Page,"Bowie County Sheriff's Department, TX","EOW: Saturday, June 30, 2007",Cause of Death: Gunfire,Gunfire,2007-06-30,2007,False,Bowie County Sheriff's Department, TX
21306,Police Officer Adam Joseph Menuez,"Fallon Paiute-Shoshone Tribal Police Department, TR","EOW: Wednesday, July 4, 2007",Cause of Death: Automobile accident,Automobile accident,2007-07-04,2007,False,Fallon Paiute-Shoshone Tribal Police Department, TR
21307,Master Trooper David Edward Rich,"Indiana State Police, IN","EOW: Thursday, July 5, 2007",Cause of Death: Gunfire,Gunfire,2007-07-05,2007,False,Indiana State Police, IN
